id,route,kind,source_file,line,snippet,expected_behavior,status,evidence,notes
INT-01208,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,349,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:349,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01209,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,350,onClick={() => archiveMutation.mutate()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:350,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01210,/shopping,input,apps/frontend/src/app/(dashboard)/shopping/page.tsx,369,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:369,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01211,/shopping,change-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,372,value={newName} onChange={(e) => setNewName(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:372,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01212,/shopping,keyboard-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,373,onKeyDown={(e) => { if (e.key === 'Enter' && newName) addItemMutation.mutate(); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:373,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01213,/shopping,input,apps/frontend/src/app/(dashboard)/shopping/page.tsx,378,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:378,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01214,/shopping,change-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,381,value={newAmount} onChange={(e) => setNewAmount(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:381,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01215,/shopping,input,apps/frontend/src/app/(dashboard)/shopping/page.tsx,386,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:386,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01216,/shopping,change-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,389,value={newUnit} onChange={(e) => setNewUnit(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:389,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01217,/shopping,input,apps/frontend/src/app/(dashboard)/shopping/page.tsx,394,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:394,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01218,/shopping,change-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,397,value={newCategory} onChange={(e) => setNewCategory(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:397,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01219,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,400,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:400,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01220,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,401,onClick={() => addItemMutation.mutate()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:401,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01221,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,489,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:489,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01222,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,490,onClick={() => setShowCreate(true)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:490,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01223,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,512,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:512,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01224,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,513,onClick={() => setShowCreate(true)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:513,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01225,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,525,onClick={() => setSelectedListId(list.id)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:525,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01226,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,541,onClick={() => setSelectedListId(list.id)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:541,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01227,/test-dnd,drag-handler,apps/frontend/src/app/(dashboard)/test-dnd/page.tsx,89,onDragEnd={handleDragEnd},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/test-dnd/page.tsx:89,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01228,/travel,click-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,102,"<div className=""fixed inset-0 z-50 flex items-center justify-center bg-black/50"" onClick={onClose}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:102,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01229,/travel,click-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,103,"<div className=""bg-white dark:bg-zinc-900 rounded-xl shadow-2xl w-full max-w-lg p-6 mx-4"" onClick={(e) => e.stopPropagation()}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:103,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01230,/travel,input,apps/frontend/src/app/(dashboard)/travel/page.tsx,108,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:108,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01231,/travel,change-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,111,value={title} onChange={(e) => setTitle(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:111,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01232,/travel,textarea,apps/frontend/src/app/(dashboard)/travel/page.tsx,116,<textarea,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:116,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01233,/travel,change-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,119,value={description} onChange={(e) => setDescription(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:119,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01234,/travel,input,apps/frontend/src/app/(dashboard)/travel/page.tsx,125,"<input type=""date""",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:125,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01235,/travel,change-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,127,value={startDate} onChange={(e) => setStartDate(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:127,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01236,/travel,input,apps/frontend/src/app/(dashboard)/travel/page.tsx,132,"<input type=""date""",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:132,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01237,/travel,change-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,134,value={endDate} onChange={(e) => setEndDate(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:134,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01238,/travel,button,apps/frontend/src/app/(dashboard)/travel/page.tsx,139,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:139,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01239,/travel,click-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,140,onClick={() => mutation.mutate()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:140,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01240,/travel,click-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,162,onClick={onClick},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:162,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01241,/travel,button,apps/frontend/src/app/(dashboard)/travel/page.tsx,173,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:173,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01242,/travel,click-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,175,onClick={(e) => { e.stopPropagation(); setMenuOpen(!menuOpen); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:175,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01243,/travel,button,apps/frontend/src/app/(dashboard)/travel/page.tsx,181,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:181,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01244,/travel,click-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,183,onClick={(e) => { e.stopPropagation(); setMenuOpen(false); onDelete(); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:183,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01245,/travel,button,apps/frontend/src/app/(dashboard)/travel/page.tsx,279,"<button onClick={onBack} className=""mt-2 text-sm text-amber-600 hover:underline"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:279,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01246,/travel,click-handler,apps/frontend/src/app/(dashboard)/travel/page.tsx,279,"<button onClick={onBack} className=""mt-2 text-sm text-amber-600 hover:underline"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:279,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01247,/travel,button,apps/frontend/src/app/(dashboard)/travel/page.tsx,290,"<button onClick={onBack} className=""inline-flex items-center gap-1 text-sm text-zinc-500 hover:text-zinc-800 dark:hover:text-zinc-200 mb-2 transition-colors"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/travel/page.tsx:290,Source-inventoried and route rendered; control not individually mutated during safe audit
